profile_id,from,to,density,note,date
0,0,25,0.255,"By stake B",1991-04-04
0,25,50,0.300,"By stake B",1991-04-04
0,50,75,0.355,"By stake B",1991-04-04
0,75,100,0.415,"By stake B",1991-04-04
0,100,125,0.483,"By stake B",1991-04-04
0,125,138,0.492,"By stake B",1991-04-04
0,138,163,0.569,"By stake B",1991-04-04
0,163,206,0.544,"By stake B",1991-04-04
0,206,231,0.426,"By stake B",1991-04-04
0,231,276,0.437,"By stake B",1991-04-04
0,276,280,0.571,"By stake B",1991-04-04
